"Term1","hana2","jigokuhen_shinji2","kaeru2","kaigara2","karenosho2","kiseru2","onna2","rashomon2","sarano_hana2","torokko2","anitachi2","asa2","asamasiki_mono2","hashire_merosu2","kirigirisu2","ningen_shikkaku2","onnano_ketto2","sekibetsu2","soseiki2","uso2"
"医師の",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"医者の",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"十字架に",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"午後の",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"半狂乱の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"卑屈の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"卑怯な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"卓の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"卵を",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"原作に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"去年の",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"及ばぬ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"友は、",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"受けて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"口火を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"口調に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"古老の",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"古聖賢の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"可愛が",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"可能性が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"各人各様に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"合せて、",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"同じように、",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"同時に、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"名は、",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"名高い",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"向うへ",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"君。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"君を",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"否や、",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"吹く",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"周さん",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"周さんと、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"呼ばれて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"呼んで",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"呼吸も",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"呼吸を",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"命が",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"咄嗟に",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"和と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"哀れな",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"哲学が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"唇へ",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"唱歌を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"問う。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"問題だ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"問題に",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"問題を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"喉が",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"喉の",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"喜劇名詞、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"喫茶店に",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"喫茶店の",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"喫茶店へ",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"嗚呼、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"噛みながら、",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"囁いた。",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"四十年も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"図を",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"国内に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"国民の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"土地の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"在った。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"圭吾は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"地元の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"坐",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"坐って、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"堀木。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"堀河の",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"堂々たる",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"声の",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"売りに",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"変り",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"変りは",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"夏、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"夕食の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"外には、",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"多く",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"夜から",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"夜が",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"夜に",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"夜に、",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"夜も",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"夢中になり",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"大した",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"大丈夫、",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"大勢の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"大半は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"大声で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"大声を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"大変な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"大学へ",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"大学生は、",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"大酒を",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"大雪で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"大雪の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"太い",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"夫と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"失敗の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"奈落へ",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"奥さんが",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"奥さんと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"女で無ければ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"女の子が",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"女学生は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"女性は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"女房は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"女房も",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"好んで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"好意、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"好色の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"如かず、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"如くに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"妻に",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"始め",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"始終",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"姿が",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"姿で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"姿も",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"姿を、",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"娘と",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"娘に",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"嫁の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"嫌悪の",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"学び、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"学年末の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"学校が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"学生も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"孫文の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"宗俊の",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"家では、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"家人の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"家出の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"容子が",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"宿で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"寝ころがった。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"寝ながら",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"寝ました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"寺の",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"対した",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"対岸の",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"封を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"射撃の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"小さく、",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"小学校、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"少しずつ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"少しは",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"少女の",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"就いても、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"居りますから、",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"居りますが、",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"居りますし、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"居りますので、",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"居る。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"屋上に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"山奥の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"工合が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"己の",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"巻いて",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"希望を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"師匠は",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"席に",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"席へ",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"帰って、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"帰って来た。",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"帰って来て、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"常に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"幅の",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"平凡な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"年下の",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"幹事の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"広間の",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"床を",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"底",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"底の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"店を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"度々",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"度を",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"座を",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"廻って",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"引いた",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"弟に",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"弟子が、",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"強くて",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"強力な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"強力の",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"強烈な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"当り、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"当る",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"当時は、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"形で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"形を",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"彼女と",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"彼女に",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"彼女も",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"彼等に",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"往来の",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"待っていた。",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"待っていました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"待て。",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"後について",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"後を",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"従つて、",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"得た",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"得て、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"御名は",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"御庭の",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"御邸へ",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"御顔を",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"微笑た。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"微笑み、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"心から、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"心には、",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"心にも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"心もちが",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"心もちを",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"心地が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"心臓を",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"心配",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"必死に",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"必要が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"忘れ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"忘れた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"忘れていた。",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"応接室の",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"忠という",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"思いがけなく",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"思いながら、",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"思いに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"思いますが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"思いません。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"思うのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"思うのですが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"思ったので、",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"思ったら、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"思ってのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"思はず知らず",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"思ひ、",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"思われた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"思われて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"思想が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"思想は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"急いで",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"急ぎに",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"急な",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"怪しい",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"恋愛を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"恐しい",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"恐るべき",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"恐怖から",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"恐怖を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"恐縮、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"恥ずかしくて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"恩を",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"息が",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"悪いと",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"悲劇の",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"意味で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"意味の",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"意外な",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"意外の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"意志も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"意気込んで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"愕然と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"愚僧は、",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"愚直の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"愛と",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"愛は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"感じさせない",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"感じました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"感じ出した。",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"態度に",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"慌しく",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"慟哭を",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"慾を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"憂国の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"憂鬱の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"憎悪の",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"成功ました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"我々の",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"戦争の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"所を、",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"所詮は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"所謂、",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"扉を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"手の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"手は",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"手記の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"手記を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"手足を",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"打清興漢の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"払い、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"払って、",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"抑",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"投ずる",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"抱いて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"拠れば、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"持っていた",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"持って来て、",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"指",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"指を",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"挙げ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
